"NZPOCS STATUS (LOINC 2.73)",NZ_SHORT_NAME,Consumer_Name,LOINC_LONG_NAME,CODE,SOURCE_TYPE,COMPONENT,PROPERTY,TIME_ASPCT,SYSTEM,SCALE_TYP,METHOD_TYP,REMARKS,KEYWORDS,LOINC_STATUS,EFFECTIVE_DATE,END_DATE,MERGE_TO_CODE,MERGE_TO_SOURCE_TYPE,NZ_ ORDERS,"NZ_OBSERVATION",Haematology,"MicrobiologyABX",Microbiology Gyn/Cyto,Biochemistry,Immunology,Serology / Virology,Toxicology,"Histology(Bowel Screening)",EXTERNAL_COPYRIGHT_NOTICE,LOINC_SHORTNAME,HPAC_CODE,HPAC_NAME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Malaria thick blood film,"Plasmodium Sp test, Blood",Plasmodium sp identified in Blood by Thick film,637-9,LN,Plasmodium sp identified ,Prid,Pt,Bld,Nom,Thick film,,malaria thick blood film,ACTIVE,,,,,,Yes,,,Yes,,,,,,,Plasmodium Bld Thick Film,,"Film - examination for malaria, filaria &/or gonococci",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Malaria thin blood film,"Microscopic Observation, Blood",Microscopic observation [Identifier] in Blood by Malaria thin smear,33271-8,LN,Microscopic observation,Prid,Pt,Bld,Nom,Malaria thin smear,,malaria thin blood film,ACTIVE,,,,,,Yes,,,Yes,,,,,,,Malaria Thin Smear Bld,M21,"Film - examination for malaria, filaria &/or gonococci",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Mandelic acid urine,"Mandelate, Urine",Mandelate [Mass/​volume] in Urine,13000-5,LN,Mandelate,MCnc,Pt,Urine,Qn,,,mandelic acid mandelate urine,ACTIVE,1-Apr-15,,,,Yes,Yes,,,,Yes,,,Yes,,,Mandelate Ur-mCnc,,"Mandelic acid, urine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Manganese blood - mass/volume,"Manganese, Blood",Manganese [Mass/​volume] in Blood,5681-2,LN,Manganese,MCnc,Pt,Bld,Qn,,,manganese blood,ACTIVE,1-Apr-15,,,,Yes,Yes,,,,Yes,,,,,,Manganese Bld-mCnc,,Manganese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Manganese blood - moles/volume,"Manganese, Blood",Manganese [Moles/​volume] in Blood,25466-4,LN,Manganese,SCnc,Pt,Bld,Qn,,,manganese blood,ACTIVE,1-Apr-15,,,,Yes,Yes,,,,Yes,,,,,,Manganese Bld-sCnc,,"Manganese, blood",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Manganese urine -  moles/volume,"Manganese, Urine",Manganese [Moles/​volume] in Urine,42221-2,LN,Manganese,SCnc,Pt,Urine,Qn,,,manganese urine,ACTIVE,1-Apr-15,,,,Yes,Yes,,,,Yes,,,,,,Manganese Ur-sCnc,,Manganese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Manganese urine - mass/volume,"Manganese, Urine",Manganese [Mass/​volume] in Urine,5684-6,LN,Manganese,MCnc,Pt,Urine,Qn,,,manganese urine,ACTIVE,1-Apr-15,,,,Yes,Yes,,,,Yes,,,,,,Manganese Ur-mCnc,,"Manganese, Urine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Margin - polypectomy,,Residual tumor [Interpretation] Cancer Narrative --postoperative,81169-5,LN,Residual tumor^postoperative ,Imp,Pt,Cancer.XXX,Nar,,,,ACTIVE,1 August 2019,,,,,Yes,,,,,,,,Yes,,Residual tumor Postop Imp Cancer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,MCH,"Mean Corpuscular Hemoglobin (MCH), Red Blood Cells",MCH [Entitic mass],28539-5,LN,Erythrocyte mean corpuscular hemoglobin,EntMass,Pt,RBC,Qn,,,MCH CBC mean cell haemoglobin,ACTIVE,,,,,,Yes,Yes,,,,,,,,,MCH RBC Qn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,MCHC,"Mean Corpuscular Hemoglobin Concentration (MCHC), Red Blood Cells",MCHC [Mass/volume],28540-3,LN,Erythrocyte mean corpuscular hemoglobin concentration,MCnc,Pt,RBC,Qn,,,MCHC CBC mean cell haemoglobin concentration,ACTIVE,,,,,,Yes,Yes,,,,,,,,,MCHC RBC-mCnc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,MCV,"Mean Corpuscular Volume (MCV), Red Blood Cells",MCV [Entitic volume],30428-7,LN,Erythrocyte mean corpuscular volume,EntVol,Pt,RBC,Qn,,,MCV CBC mean cell volume,ACTIVE,,,,,,Yes,Yes,,,,,,,,,MCV RBC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,MDA Urine by Confirmation method,"Methylenediamine cutoff, Urine",Methylenediamine cutoff [Mass/​volume] in Urine for Confirmatory method,19564-4,LN,Methylenediamine cutoff,MCnc,Pt,Urine,Qn,Confirm,,Methylenediamine MDA urine cutoff confirmatory method,ACTIVE,1-Apr-15,,,,,Yes,,,,,,,Yes,,,Me-enediam CtO Ur Cfm-mCnc,,"MDA, Urine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,MDA Urine by Sceen method,"Methylenediamine, Urine",Methylenediamine [Presence] in Urine by Screen method,19561-0,LN,Methylenediamine,PrThr,Pt,Urine,Ord,Screen,,Methylenediamine MDA urine qualitative screen method,ACTIVE,1-Apr-15,,,,Yes,Yes,,,,,,,Yes,,,Me-enediam Ur Ql Scn,,"MDA, Urine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,MDMA Urine by Confirmation method,"Methylenedioxymethamphetamine, Urine",Methylenedioxymethamphetamine [Mass/​volume] in Urine by Confirmatory method,18358-2,LN,Methylenedioxymethamphetamine,MCnc,Pt,Urine,Qn,Confirm,,methylenedioxymethamphetamine MDMA urine quantitative confirmatory method,ACTIVE,1-Apr-15,,,,Yes,Yes,,,,,,,Yes,,,MDMA Ur Cfm-mCnc,,"MDMA, Urine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,MDMA Urine by Screen method,"Methylenedioxymethamphetamine, Urine",Methylenedioxymethamphetamine [Presence] in Urine by Screen method,19568-5,LN,Methylenedioxymethamphetamine,PrThr,Pt,Urine,Ord,Screen,,methylenedioxymethamphetamine MDMA urine qualitative sreen method,ACTIVE,1-Apr-15,,,,Yes,Yes,,,,,,,Yes,,,MDMA Ur Ql Scn,,"MDMA, Urine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Measles genotype,"Measles virus genotype, Specimen",Measles virus genotype [Identifier] in Unspecified specimen by NAA with probe detection,60422-3,LN,Measles virus genotype,Prid,Pt,XXX,Nom,Probe.amp.tar,,measles DNA PCR NAAT genotype,ACTIVE,1-Apr-15,,,,Yes,Yes,,,,,,Yes,,,,MeV Gentyp XXX NAA+probe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Measles IgG,"Measles virus IgG antibody, Blood",Measles virus IgG Ab [Presence] in Serum by Immunoassay,35275-7,LN,Measles virus Ab.IgG,PrThr,Pt,Ser,Ord,IA,,measles virus IgG antibody Ab,ACTIVE,1-Apr-15,,,,Yes,Yes,,,,,,Yes,,,,MeV IgG Ser Ql EIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Measles IgM,"Measles virus IgM antibody, Blood",Measles virus IgM Ab [Presence] in Serum by Immunoassay,35276-5,LN,Measles virus Ab.IgM,PrThr,Pt,Ser,Ord,IA,,measles virus IgM antibody Ab,ACTIVE,1-Apr-15,,,,Yes,Yes,,,,,,Yes,,,,MeV IgM Ser Ql EIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Measles RNA (NAAT),"Measles virus, Specimen",Measles virus RNA [Presence] in Unspecified specimen by NAA with probe detection,48508-6,LN,Measles virus RNA,PrThr,Pt,XXX,Ord,Probe.amp.tar,,measles RNA PCR NAAT,ACTIVE,1-Apr-15,,,,Yes,Yes,,,,,,Yes,,,,MeV RNA XXX Ql NAA+probe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Meclocycline suscep (MIC),Susceptibility to Meclocycline,Meclocycline [Susceptibility] by Minimum inhibitory concentration (MIC),315-2,LN,Meclocycline,Susc,Pt,Isolate,OrdQn,MIC,,Meclocycline,ACTIVE,,,,,,Yes,,Yes,,,,,,,,Meclocycline Islt MIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Meclocycline suscep (qual),Susceptibility to Meclocycline,Meclocycline [Susceptibility],18942-3,LN,Meclocycline,Susc,Pt,Isolate,OrdQn,,,Meclocycline,ACTIVE,,,,,,Yes,,Yes,,,,,,,,Meclocycline Susc Islt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Melanogen urine (qual),"Melanin, Urine",Melanin [Presence] in Urine,2606-2,LN,Melanin,PrThr,Pt,Urine,Ord,,,melanogen urine qualitative,ACTIVE,1-Apr-15,,,,Yes,Yes,,,,Yes,,,,,,Melanin Ur Ql,,"Melanogen, urine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Mercury blood,"Mercury, Blood",Mercury [Moles/​volume] in Blood,25170-2,LN,Mercury,SCnc,Pt,Bld,Qn,,,mercury blood,ACTIVE,1-Apr-15,,,,Yes,Yes,,,,Yes,,,,,,Mercury Bld-sCnc,,"Mercury, plasma",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Mercury urine,"Mercury, Urine",Mercury [Moles/​volume] in Urine,34338-4,LN,Mercury,SCnc,Pt,Urine,Qn,,,mercury urine,ACTIVE,1-Apr-15,,,,Yes,Yes,,,,Yes,,,,,,Mercury Ur-sCnc,,"Mercury, urine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Mercury urine 24hr,"Mercury, Urine",Mercury [Moles/​time] in 24 hour Urine,25471-4,LN,Mercury,SRat,24H,Urine,Qn,,,mercury urine 24hrs,ACTIVE,1-Apr-15,,,,Yes,Yes,,,,Yes,,,,,,Mercury 24h Ur-sRate,,"Mercury, urine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Mercury/creat urine 24hr,"Mercury/Creatinine, Urine",Mercury/​Creatinine [Molar ratio] in 24 hour Urine,52929-7,LN,Mercury/Creatinine,SRto,24H,Urine,Qn,,,mercury creatinine molar ratio urine 24hr,ACTIVE,1-Apr-15,,,,Yes,Yes,,,,Yes,,,,,,Mercury/Creat 24h Ur-sRto,,"Mercury, urine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Meropenem suscep (MIC),Susceptibility to Meropenem,Meropenem [Susceptibility] by Minimum inhibitory concentration (MIC),6652-2,LN,Meropenem,Susc,Pt,Isolate,OrdQn,MIC,,Meropenem,ACTIVE,,,,,,Yes,,Yes,,,,,,,,Meropenem Islt MIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Meropenem suscep (qual),Susceptibility to Meropenem,Meropenem [Susceptibility],18943-1,LN,Meropenem,Susc,Pt,Isolate,OrdQn,,,Meropenem,ACTIVE,,,,,,Yes,,Yes,,,,,,,,Meropenem Susc Islt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,MERS-CoV RNA NAA+probe Ql (Resp),"Middle East respiratory syndrome coronavirus (MERS-CoV), Respiratory",Middle East respiratory syndrome coronavirus (MERS-CoV) RNA [Presence] in Respiratory specimen by NAA with probe detection,94501-4,LN,Middle east respiratory syndrome coronavirus RNA,PrThr,Pt,Respiratory,Ord,Probe.amp.tar,,,ACTIVE,12-Mar-20,,,,,Yes,,,,,,,,,,MERS-CoV RNA Resp Ql NAA+probe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Metamyelocytes,"Metamyelocytes, Blood",Metamyelocytes [#/volume] in Blood,30433-7,LN,Metamyelocytes,NCnc,Pt,Bld,Qn,,,metamyelocytes CBC myelocytes,ACTIVE,,,,,,Yes,Yes,,,,,,,,,Metamyelocytes # Bld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Metanephrines,"Metanephrines, Blood",Metanephrines [Moles/​volume] in Serum or Plasma,25474-8,LN,Metanephrines,SCnc,Pt,Ser/Plas,Qn,,,metanephrines,ACTIVE,1-Apr-15,,,,Yes,Yes,,,,Yes,,,,,,MetanephS SerPl-sCnc,,"Metanephrines/Normetanephrines, plasma",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Metanephrines urine 24h,"Metanephrines, Urine",Metanephrines [Moles/​time] in 24 hour Urine,14833-8,LN,Metanephrines,SRto,24H,Urine,Qn,,,metanephrines urine 24h,ACTIVE,1-Apr-15,,,,Yes,Yes,,,,Yes,,,,,,MetanephS 24h Ur-sRate,,"Metanephrines, urine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Metanephrines/creat urine 24h,"Metanephrines/Creatinine, Urine",Metanephrines/​Creatinine [Molar ratio] in 24 hour Urine,27978-6,LN,Metanephrines/Creatinine,SRto,24H,Urine,Qn,,,metanephrines/creatinine molar ratio urine 24h,ACTIVE,1-Apr-15,,,,Yes,Yes,,,,Yes,,,,,,MetanephS/Creat 24h Ur-sRto,,"Metanephrines, urine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Metapneumovirus (NAAT),"Human metapneumovirus, Specimen",Human metapneumovirus RNA [Presence] in Unspecified specimen by NAA with probe detection,38917-1,LN,Human metapneumovirus RNA,PrThr,Pt,XXX,Ord,Probe.amp.tar,,metapneumovirus RNA PCR NAAT,ACTIVE,1-Apr-15,,,,Yes,Yes,,,,,,Yes,,,,hMPV RNA XXX Ql NAA+probe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,MetFORMIN [Mass/Vol],"metFORMIN, Blood",Metformin [Mass/volume] in Serum or Plasma,35698-0,LN,metFORMIN,MCnc,Pt,Ser/Plas,Qn,,,,ACTIVE,1-Aug-19,,,,Yes,Yes,,,,Yes,,,Yes,,,metFORMIN SerPl-mCnc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Methacycline suscep (MIC),Susceptibility to Methacycline,Methacycline [Susceptibility] by Minimum inhibitory concentration (MIC),319-4,LN,Methacycline,Susc,Pt,Isolate,OrdQn,MIC,,Methacycline,ACTIVE,,,,,,Yes,,Yes,,,,,,,,Methacycline Islt MIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Methacycline suscep (qual),Susceptibility to Methacycline,Methacycline [Susceptibility],18944-9,LN,Methacycline,Susc,Pt,Isolate,OrdQn,,,Methacycline,ACTIVE,,,,,,Yes,,Yes,,,,,,,,Methacycline Susc Islt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Methadone - mass/volume,"Methadone, Blood",Methadone [Mass/​volume] in Serum or Plasma,3772-1,LN,Methadone,MCnc,Pt,Ser/Plas,Qn,,mass/volume,methadone,ACTIVE,1-Apr-15,,,,Yes,Yes,,,,,,,Yes,,,Methadone SerPl-mCnc,,"Methadone, plasma",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Methadone - moles/volume,"Methadone, Blood",Methadone [Moles/​volume] in Serum or Plasma,15108-4,LN,Methadone,SCnc,Pt,Ser/Plas,Qn,,moles/volume,methadone,ACTIVE,1-Apr-15,,,,Yes,Yes,,,,,,,Yes,,,Methadone SerPl-sCnc,,"Methadone, plasma",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Methadone  urine,"Methadone, Urine",Methadone [Presence] in Urine,3773-9,LN,Methadone,PrThr,Pt,Urine,Ord,,,methadone urine qualitative,ACTIVE,1-Apr-15,,,,Yes,Yes,,,,,,,Yes,,,Methadone Ur Ql,,"Methadone, urine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Methadone  urine - mass/volume by Screen method,"Methadone, Urine",Methadone [Mass/​volume] in Urine by Screen method,70147-4,LN,Methadone,MCnc,Pt,Urine,Qn,Screen,,methadone urine quantitative screen method,ACTIVE,1-Apr-15,,,,Yes,Yes,,,,,,,Yes,,,Methadone Ur Scn-mCnc,,Methadone  urine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Methadone  urine by Screen method,"Methadone, Urine",Methadone [Presence] in Urine by Screen method,19550-3,LN,Methadone,PrThr,Pt,Urine,Ord,Screen,,methadone urine qualitative screen method,ACTIVE,1-Apr-15,,,,Yes,Yes,,,,,,,Yes,,,Methadone Ur Ql Scn,,Methadone  urine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Methaemalbumin,"Methemalbumin, Blood",Methemalbumin [Presence] in Serum or Plasma,17263-5,LN,Methemalbumin,PrThr,Pt,Ser/Plas,Ord,,,methaemalbumin,ACTIVE,1-Apr-15,,,,Yes,Yes,Yes,,,Yes,,,,,,Methemalb SerPl Ql,,Methaemalbumin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Methaemoglobin,"Methemoglobin/Total Hgb, Blood",Methemoglobin/Hemoglobin.total in Blood,2614-6,LN,Methemoglobin/Hemoglobin.total,MFr,Pt,Bld,Qn,,,methaemoglobin haemoglobin Hb,ACTIVE,,,,,Yes,Yes,,,,Yes,,,,,,MetHgb MFr Bld,H41,Haemoglobin pigments – quantitative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Methamphetamine urine by Confirmation method,"Methamphetamine, Urine",Methamphetamine [Mass/​volume] in Urine by Confirmatory method,16235-4,LN,Methamphetamine,MCnc,Pt,Urine,Qn,Confirm,,methamphetamine urine confirmatory method,ACTIVE,1-Apr-15,,,,Yes,Yes,,,,,,,Yes,,,Methamphet Ur Cfm-mCnc,,"Methamphetamine, Urine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Methamphetamine urine by Screen method,"Methamphetamine, Urine",Methamphetamine [Presence] in Urine by Screen method,19554-5,LN,Methamphetamine,PrThr,Pt,Urine,Ord,Screen,,methamphetamine urine screen method,ACTIVE,1-Apr-15,,,,Yes,Yes,,,,,,,Yes,,,Methamphet Ur Ql Scn,,"Methamphetamine, Urine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Methanol,"Methanol, Blood",Methanol [Moles/​volume] in Serum or Plasma,14835-3,LN,Methanol,SCnc,Pt,Ser/Plas,Qn,,,methanol,ACTIVE,1-Apr-15,,,,Yes,Yes,,,,,,,Yes,,,Methanol SerPl-sCnc,,"Methanol, Plasma (Plasma / Serum)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Methanol  urine,"Methanol, Urine",Methanol [Moles/​volume] in Urine,32095-2,LN,Methanol,SCnc,Pt,Urine,Qn,,,methanol  urine,ACTIVE,1-Apr-15,,,,Yes,Yes,,,,,,,Yes,,,Methanol Ur-sCnc,,Vitamin K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Methicillin suscep (MIC),Susceptibility to Methicillin,Methicillin [Susceptibility] by Minimum inhibitory concentration (MIC),323-6,LN,Methicillin,Susc,Pt,Isolate,OrdQn,MIC,,Methicillin,ACTIVE,,,,,,Yes,,Yes,,,,,,,,Methicillin Islt MIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Methicillin suscep (qual),Susceptibility to Methicillin,Methicillin [Susceptibility],18945-6,LN,Methicillin,Susc,Pt,Isolate,OrdQn,,,Methicillin,ACTIVE,,,,,,Yes,,Yes,,,,,,,,Methicillin Susc Islt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Methotrexate,"Methotrexate, Blood",Methotrexate [Moles/​volume] in Serum or Plasma,14836-1,LN,Methotrexate,SCnc,Pt,Ser/Plas,Qn,,,methotrexate,ACTIVE,1-Apr-15,,,,Yes,Yes,,,,,,,Yes,,,MTX SerPl-sCnc,,"Methotrexate, plasma",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Methotrexate  CSF,"Methotrexate, Spinal Fluid",Methotrexate [Moles/​volume] in Cerebral spinal fluid,34628-8,LN,Methotrexate,SCnc,Pt,CSF,Qn,,,methotrexate  CSF cerebrospinal fluid,ACTIVE,1-Apr-15,,,,Yes,Yes,,,,,,,Yes,,,MTX CSF-sCnc,,"Methotrexate, CSF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Methyl Bromide,"Methyl bromide, Blood",Methyl bromide [Mass/​volume] in Serum or Plasma,9790-7,LN,Methyl bromide,MCnc,Pt,Ser/Plas,Qn,,,methyl bromide,ACTIVE,1-Apr-15,,,,Yes,Yes,,,,Yes,,,,,,Me- Bromide SerPl-mCnc,,Methyl Bromide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Methylene chloride  blood,"Methylene chloride, Blood",Methylene chloride [Mass/​volume] in Blood,12998-1,LN,Methylene chloride,MCnc,Pt,Bld,Qn,,,methylene chloride  blood,ACTIVE,1-Apr-15,,,,Yes,Yes,,,,,,,Yes,,,DCM Bld-mCnc,,"Methylene chloride, Blood",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Methylethylketone urine,"Methyl ethyl Ketone/Creatinine, Urine",Methyl ethyl ketone/​Creatinine [Mass Ratio] in Urine,58897-0,LN,Methyl ethyl ketone/Creatinine,MRto,Pt,Urine,Qn,,,methylethylketone urine,ACTIVE,1-Apr-15,,,,,Yes,,,,,,,Yes,,,MEK/Creat Ur,,Methylethylketone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Methylmalonic Acid - in serum or plasma,"Methylmalonate, Blood",Methylmalonate [Moles/​volume] in Serum or Plasma,13964-2,LN,Methylmalonate,SCnc,Pt,Ser/Plas,Qn,,,methylmalonic acid methylmalonate MMA,ACTIVE,1-Apr-15,,,,Yes,Yes,,,,Yes,,,,,,Methylmalonate SerPl-sCnc,,Methylmalonic Acid (MMA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Methylmalonic Acid - in urine,"Methylmalonate, Urine",Methylmalonate [Presence] in Urine,29877-8,LN,Methylmalonate,PrThr,Pt,Urine,Ord,,see also organic acids,methylmalonate methylmalonic acid MMA,ACTIVE,1-Apr-15,,,,Yes,Yes,,,,Yes,,,,,,Methylmalonate Ur Ql,,Methylmalonic Acid (MMA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Methylphenidate urine - by Confirmatory method,"Methylphenidate, Urine",Methylphenidate [Presence] in Urine by Confirmatory method,19578-4,LN,Methylphenidate,PrThr,Pt,Urine,Ord,Confirm,,methylphenidate urine qualitative confirmatory method,ACTIVE,1-Apr-15,,,,Yes,Yes,,,,,,,Yes,,,Me-phenidate Ur Ql Cfm,,Methylphenidate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Methylphenidate urine by Screen method,"Methylphenidate, Urine",Methylphenidate [Presence] in Urine by Screen method,19577-6,LN,Methylphenidate,PrThr,Pt,Urine,Ord,Screen,,methylphenidate urine qualitative screen method,ACTIVE,1-Apr-15,,,,Yes,Yes,,,,,,,Yes,,,Me-phenidate Ur Ql Scn,,"Methylphenidate, urine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Metronidazole suscep (MIC),Susceptibility to metroNIDAZOLE,Metronidazole [Susceptibility] by Minimum inhibitory concentration (MIC),327-7,LN,Metronidazole,Susc,Pt,Isolate,OrdQn,MIC,,Metronidazole,ACTIVE,,,,,,Yes,,Yes,,,,,,,,Metronidazole Islt MIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Metronidazole suscep (qual),Susceptibility to metroNIDAZOLE,Metronidazole [Susceptibility],18946-4,LN,Metronidazole,Susc,Pt,Isolate,OrdQn,,,Metronidazole,ACTIVE,,,,,,Yes,,Yes,,,,,,,,Metronidazole Susc Islt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
